datasheet.jpg
  1.00070000,  2.95740000
  0.99590000,  2.82950000
  0.98900000,  2.74160000
  0.97790000,  2.69360000
  0.96210000,  2.64560000
  0.91450000,  2.55770000
  0.86290000,  2.41390000
  0.81320000,  2.27800000
  0.76500000,  2.16610000
  0.71470000,  2.02220000
  0.67470000,  1.92630000
  0.63680000,  1.83040000
  0.58440000,  1.70250000
  0.53550000,  1.57460000
  0.49410000,  1.47870000
  0.45280000,  1.38280000
  0.41010000,  1.31080000
  0.35840000,  1.17500000
  0.31700000,  1.08700000
  0.27840000,  0.99110000
  0.24260000,  0.88720000
  0.20400000,  0.75930000
  0.17090000,  0.66340000
  0.14540000,  0.55950000
  0.12270000,  0.48760000
  0.10680000,  0.39960000
  0.09170000,  0.31170000
  0.07930000,  0.22380000
  0.06620000,  0.08790000
  0.06270000, -0.02400000
