dcdc_fig.jpg
 -1.86500000, 32.32960000
 -1.80770000, 35.97460000
 -1.71360000, 39.14420000
 -1.61540000, 45.48340000
 -1.52540000, 49.76230000
 -1.42720000, 54.99210000
 -1.30850000, 59.74640000
 -1.25120000, 63.39140000
 -1.17350000, 67.35340000
 -1.09170000, 69.57210000
 -1.02620000, 71.31540000
 -0.94440000, 74.16800000
 -0.84210000, 77.17910000
 -0.71110000, 79.71470000
 -0.53930000, 83.35970000
 -0.39610000, 84.15210000
 -0.24060000, 86.37080000
 -0.06870000, 87.63870000
  0.12360000, 88.43110000
  0.43040000, 89.54040000
  0.69640000, 90.64980000
  0.92550000, 90.17430000
  1.11780000, 89.69890000
  1.40430000, 89.85740000
  1.63750000, 89.54040000
  1.82980000, 88.90650000
  1.90340000, 87.95560000
  2.04660000, 86.84630000
