datasheet.bmp
  0.00380000, 69.73450000
  0.23810000, 69.73450000
  0.45730000, 69.73450000
  0.77850000, 69.61650000
  0.98640000, 69.49850000
  1.14890000, 69.26250000
  1.37570000, 69.14450000
  1.57970000, 68.43660000
  1.78000000, 67.84660000
  2.01060000, 67.37460000
  2.19580000, 66.54870000
  2.39230000, 65.72270000
  2.55100000, 64.18880000
  2.70220000, 63.00880000
  2.85710000, 61.12090000
  3.00830000, 59.35100000
  3.12170000, 57.69910000
  3.30310000, 54.63130000
  3.44670000, 50.61950000
  3.57520000, 47.55160000
  3.68100000, 44.01180000
  3.78680000, 39.88200000
  3.88890000, 34.92630000
  3.99850000, 29.02650000
  4.08920000, 23.71680000
  4.18370000, 18.76110000
  4.26300000, 12.50740000
  4.32350000, 6.96170000
  4.38020000, 3.30380000
  4.40670000, -0.23600000
