efficiency_pv.jpeg
  0.66260000, 64.86490000
  0.68910000, 66.75680000
  0.73070000, 68.10810000
  0.76480000, 70.00000000
  0.80260000, 72.16220000
  0.82910000, 73.87390000
  0.89350000, 75.85590000
  0.90860000, 77.74770000
  0.97290000, 78.91890000
  1.01840000, 80.45050000
  1.07130000, 81.44140000
  1.13950000, 82.43240000
  1.20380000, 83.33330000
  1.27950000, 83.96400000
  1.40440000, 84.68470000
  1.54450000, 85.04500000
  1.65050000, 85.67570000
  1.71480000, 85.67570000
  1.78670000, 86.21620000
  1.99490000, 85.76580000
  2.11600000, 86.66670000
  2.20690000, 87.56760000
  2.29010000, 88.10810000
  2.37720000, 88.73870000
  2.42640000, 89.18920000
  2.47180000, 89.90990000
  2.53240000, 90.18020000
  2.59290000, 90.54050000
  2.61560000, 88.82880000
  2.63080000, 87.56760000
  2.64210000, 85.94590000
  2.64970000, 84.32430000
  2.65730000, 83.15320000
  2.68000000, 81.44140000
  2.68750000, 79.90990000
  2.69130000, 78.01800000
  2.73680000, 76.03600000
  2.74810000, 74.05410000
  2.77840000, 71.71170000
  2.80110000, 68.55860000
  2.93360000, 68.46850000
  3.04330000, 68.55860000
  3.12280000, 68.28830000
  3.20990000, 67.74770000
  3.26290000, 67.56760000
  3.34610000, 66.39640000
  3.43700000, 65.85590000
  3.51270000, 64.68470000
  3.59970000, 63.69370000
  3.69810000, 62.70270000
  3.79280000, 61.53150000
  3.94420000, 59.90990000
  4.03120000, 58.19820000
  4.14100000, 57.47750000
  4.23940000, 55.76580000
  4.30000000, 55.49550000
  4.36050000, 54.59460000
  4.45510000, 53.78380000
  4.54220000, 52.79280000
  4.62550000, 51.89190000
  4.72390000, 50.72070000
  4.81470000, 50.09010000
  4.87910000, 49.09910000
  4.93580000, 48.01800000
  4.97750000, 47.56760000
